aardvark;mrówkojad
allergic;uczulony
allergies;alergie
allergy;alergia
alleviate;łagodzić
alleviated;łagodzone
alleviates;łagodzi
alleviating;łagodzącym
alleviation;ulga
alleviations;odstępstw
alley;aleja
alleys;alejki
alleyway;boczna uliczka
alleyways;uliczki
alliance;sojusz
alliances;sojuszy
allied;sprzymierzony
allies;sojusznicy
alligator;aligator
alligators;aligatory
alliterate;aliterują
alliterated;alliterated
alliterating;alliterating
alliteration;aliteracja
alliterations;aliteracji
alliterative;alliterative
allocatable;allocatable
allocate;przeznaczyć
allocated;asygnowany
allocates;przydziela
allocating;alokacja
allocation;przydział
allocations;przydziały
allocator;podzielnik
allocators;podzielniki
allophones;alofony
allot;przydzielać
allotment;przydział
allotments;działki
allotrope;allotrope
allotropic;alotropowa
allots;przydziela
allotted;asygnowany
allotting;przydziale
allow;dopuszczać
allowable;dopuszczalne
allowance;dodatek
allowances;dodatki
allowed;dozwolony
allowing;pozwalać
allows;pozwala
alloy;stop
alloyed;stopowych
alloying;stopowym
alloys;stopy
allude;wspominać
alluded;nawiązywał
alludes;nawiązuje
alluding;nawiązując
allure;wabić
allured;allured
allurement;ponęta
allurements;pokusy
allures;atutami
alluring;pociągający
alluringly;alluringly
allusion;aluzja
allusions;aluzje
allusive;aluzyjny
alluvia;aluwiów
alluvial;aluwialny
alluvium;aluwium
ally;sprzymierzyć
allying;sprzymierzenie
almanac;almanach
almanacs;almanachy
almighty;wszechmocny
almond;migdałowy
almonds;migdały
almost;prawie
alms;jałmużna
almshouse;przytułek
almshouses;almshouses
aloe;aloes
aloes;aloes
aloft;wysoko
aloha;aloha
alone;sam
aloneness;samotność
along;wzdłuż
alongside;wzdłuż
aloof;z dala
aloofness;rezerwa
aloud;głośno
alp;turnia
alpaca;alpaka
alpacas;alpaki
alpha;alfa
alphabet;alfabet
alphabetic;alfabetyczny
alphabetical;alfabetyczny
alphabetically;alfabetycznie
alphabets;alfabetów
alphanumeric;alfanumeryczny
alphas;alphas
alpine;alpejski
alps;alpy
already;już
alright;w porządku
also;również
alt;alt
altar;ołtarz
altarpiece;ołtarz
altarpieces;ołtarze
altars;ołtarze
alter;zmieniać
alterable;zamienny
alteration;zmiana
alterations;zmiany
altercate;pokłócić się
altercation;sprzeczka
altercations;altercations
altered;zmieniony
alterego;alterego
altering;przerabianie
alternate;alternatywny
alternated;naprzemiennie
alternately;na przemian
alternates;zastępcy
alternating;zmienny
alternation;alternacja
alternations;zamienniki
alternative;alternatywny
alternatively;alternatywnie
alternatives;alternatywy
alternator;alternator
alternators;alternatory
alters;zmienia
although;mimo że
altimeter;wysokościomierz
altimeters;wysokościomierze
altitude;wysokość
altitudes;wysokości
alto;alt
altogether;całkowicie
altruism;altruizm
altruist;altruista
altruistic;altruistyczny
altruistically;bezinteresownie
alts;alts
alum;ałun
aluminium;aluminium
aluminum;aluminium
alumni;alumni
alumnus;absolwent
alveolar;pęcherzykowy
alveoli;pęcherzyki
always;zawsze
am;jestem
amalgam;amalgamat
amalgamate;połączyć się
amalgamated;połączonego
amalgamates;ten łączy
amalgamating;amalgamating
amalgamation;połączenie
amalgamations;fuzje
amalgams;amalgamaty
amanuensis;sekretarz
amass;zgromadzić
amassed;zgromadził
amasses;amasses
amassing;gromadzenie
amateur;amator
amateurish;amatorski
amateurishly;amatorsko
amateurishness;amatorstwo
amateurism;amatorszczyzna
amateurs;amatorów
amatory;miłosny
amaze;zadziwiać
amazed;zdumiony
amazement;zdumienie
amazes;zadziwia
amazing;niesamowity
amazingly;zadziwiająco
amazon;amazonka
amazons;amazonki
ambassador;ambasador
ambassadorial;ambasadorski
ambassadors;ambasadorzy
amber;bursztyn
ambergris;ambra
ambiance;atmosfera
ambidextrous;oburęczny
ambience;atmosfera
ambient;otaczający
ambiguities;niejasności
ambiguity;dwuznaczność
ambiguous;dwuznaczny
ambiguously;niejednoznacznie
ambit;obwód
ambition;ambicja
ambitions;ambicje
ambitious;ambitny
ambitiously;ambitnie
ambivalence;ambiwalencja
ambivalent;ambiwalentny
ambivalently;ambiwalentnie
amble;kłusować
ambled;ambled
ambler;jednochodziec
ambles;amblés
ambling;ambling
ambrosia;ambrozja
ambulance;karetka pogotowia
ambulances;ambulanse
ambulant;ambulatoryjny
ambulate;ambulate
ambulatory;ambulatoryjny
ambuscade;czata
ambuscades;ambuscades
ambush;zasadzka
ambushed;przyczajony
ambushers;łowcy
ambushes;zasadzki
ambushing;ataki z zaskoczenia
ameliorate;polepszyć
ameliorated;łagodzone
ameliorates;łagodzi
ameliorating;polepszania
amelioration;polepszenie
amen;amen
amenability;odpowiedzialność
amenable;odpowiedzialny
amend;modyfikować
amendable;nowelizacji
amended;zmieniony
amending;zmieniająca
amendment;poprawka
amendments;zmiany
amends;odszkodowanie
amenities;udogodnienia
amenity;uprzejmość
amenorrhoea;brak menstruacji
amens;amen
america;ameryka
american;amerykański
americans;amerykanie
americium;ameryk
amethyst;ametyst
amethystine;ametystowy
amethysts;ametysty
amiability;uprzejmość
amiable;sympatyczny
amiableness;amiableness
amiably;przyjaźnie
amicability;ugodowość
amicable;przyjazny
amicably;przyjaźnie
amid;wśród
amide;amid
amidships;śródokręciu
amidst;wśród
amigo;amigo
amine;amina
amines;aminy
amino;aminową
amir;amir
amiss;źle
amity;przyjaźń
amman;amman
ammeter;amperomierz
ammeters;amperomierze
ammo;amunicja
ammonia;amoniak
ammonites;amonity
ammonium;amon
ammunition;amunicja
amnesia;amnezja
amnesiac;amnesiac
amnesic;amnesic
amnesties;amnestii
amnesty;amnestia
amniotic;owodniowy
amoeba;ameba
amoebae;ameby
amoebic;amoebic
amok;amok
among;pośród
amongst;wśród
amoral;amoralny
amorality;amoralność
amorist;amorist
amorous;kochliwy
amorously;miłośnie
amorphous;amorficzny
amortisation;amortyzacja
amortise;amortyzować
amortised;zamortyzowany
amount;ilość
amounted;wyniosły
amounting;kwocie
amounts;kwoty
amour;romans
amours;amours
amp;amp
ampere;amper
amperes;amperów
ampersand;ampersand
ampersands;ampersandy
amphetamine;amfetamina
amphetamines;amfetaminy
amphibia;gady
amphibian;płaz
amphibians;płazy
amphibious;ziemnowodny
amphitheatre;amfiteatr
amphitheatres;amfiteatry
amphora;amfora
ample;obszerny
ampler;szerszy,
amplification;wzmocnienie
amplifications;amplifikacji
amplified;amplified
amplifier;wzmacniacz
amplifiers;wzmacniacze
amplifies;wzmacnia
amplify;wzmacniać
amplifying;wzmacniający
amplitude;amplituda
amplitudes;amplitudy
amply;obficie
ampoules;ampułki
amps;ampery
ampule;ampułka
ampules;ampułki
ampuls;ampuls
amputate;odciąć
amputated;amputowany
amputating;amputację
amputation;amputacja
amputations;amputacje
amputee;odcięty
amputees;amputees
amuck;szał
amulet;amulet
amulets;amulety
amuse;bawić
amused;rozbawiony
amusement;rozrywka
amusements;drobne przyjemności
amuses;bawi
amusing;zabawny
amusingly;wesoło
an;na
ana;ana
anabolic;anaboliczny
anachronism;anachronizm
anachronisms;anachronisms
anachronistic;anachroniczny
anachronistically;anachronicznie
anaconda;anakonda
anacondas;anakondy
anaemia;niedokrwistość
anaemic;anemiczny
anaerobic;beztlenowa
anaerobically;beztlenowej
anaesthesia;znieczulenie
anaesthetic;znieczulający
anaesthetics;znieczulające
anaesthetise;anaesthetise
anaesthetised;znieczulona
anaesthetising;znieczulenia
anaesthetist;anestetysta
anaesthetists;anestezjolodzy
anagram;anagram
anagrammatic;anagramowy
anagrammatically;anagrammatically
anagrams;anagramy
anal;analny
analgesia;znieczulenie
analgesic;przeciwbólowy
analgesics;leki przeciwbólowe
anally;analnie
analogical;analogiczny
analogies;analogie
analogise;analogise
analogous;analogiczny
analogously;analogicznie
analogue;analog
analogues;analogi
analogy;analogia
analysable;przeanalizowania
analyse;analizować
analysed;analizowane
analyser;analizator
analysers;analizatory
analyses;ćwiczenie
analysing;analizowanie
analysis;analiza
analyst;analityk
analysts;analitycy
analytic;analityczny
analytical;analityczny
analytically;analitycznie
anamorphic;anamorphic
ananas;ananas
anaphora;anafora
anaphoric;anaforyczny
anarchic;anarchiczny
anarchical;anarchiczny
anarchism;anarchizm
anarchist;anarchista
anarchistic;anarchistyczna
anarchists;anarchiści
anarchy;anarchia
anathema;anatema
anatomic;anatomiczny
anatomical;anatomiczny
anatomically;anatomicznie
anatomies;anatomies
anatomist;anatom
anatomists;anatomowie
anatomy;anatomia
ancestor;przodek
ancestors;przodkowie
ancestral;rodowy
ancestries;ancestries
ancestry;pochodzenie
anchor;kotwica
anchorage;zamocowanie
anchorages;kotwiczenia
anchored;zakotwiczona
anchoring;kotwienie
anchorite;pustelnik
anchors;kotwice
anchovies;anchois
anchovy;anchois
ancient;starożytny
anciently;w starożytności
ancients;starożytni
ancillary;pomocniczy
and;i
andante;andante
andes;andes
andrew;andrzej
androgynous;obojnacki
android;android
androids;androidy
anecdotal;niepotwierdzone
anecdotally;anecdotally
anecdote;anegdota
anecdotes;anegdoty
anechoic;bezechowej
anemia;niedokrwistość
anemic;anemiczny
anemone;anemon
anemones;zawilce
anergy;genami
aneroid;aneroid
aneurysm;tętniak
aneurysms;tętniaki
anew;nowo
angel;anioł
angelic;anielski
angelica;dzięgiel
angels;anioły
angelus;angelus
anger;gniew
angered;angered
angering;rozgniewać
angers;angers
angina;dusznica
anginal;dławicowy
angioplasty;angioplastyka
angle;kąt
angled;kątowy
anglepoise;anglepoise
angler;wędkarz
anglers;wędkarzy
angles;kąty
anglian;anglian
anglican;anglikański
angling;wędkarstwo
angola;angola
angolan;angoli
angolans;angoli
angora;angora
angoras;angoras
angrier;angrier
angriest;rozgniewani
angrily;gniewnie
angry;zły
angst;niepokój
angstroms;angstremów
anguish;boleść
anguished;anguished
anguishes;anguishes
angular;kątowy
angularity;kanciastość
anhydrous;bezwodny
anil;indygowiec
aniline;anilina
animal;zwierzę
animals;zwierząt
animate;animować
animated;ożywiony
animatedly;ożywieniem
animates;animates
animating;animowanie
animation;animacja
animations;animacje
animator;animator
animators;animatorzy
animism;animizm
animist;animista
animists;animiści
animosities;animozje
animosity;animozja
animus;animozja
anion;anion
anionic;anionowe
anions;aniony
anise;anyż
aniseed;anyż
aniseeds;aniseeds
anisotropic;anizotropowe
anisotropies;anizotropie
anisotropy;anizotropii
ankara;ankara
ankle;kostka
ankles;kostki
anklet;obrączka na nóżkę ptaka
anklets;obrączki
anna;ania
annal;annal
annals;annały
anneal;żarzyć
annealed;wyżarzaniu
annealer;annealer
annealing;wyżarzania
annex;załącznik
annexation;aneksja
annexations;aneksji
annexe;aneks
annexed;zaanektowany
annexes;załączniki
annexing;załączeniem
annihilate;zniszczyć
annihilated;unicestwione
annihilates;unicestwia
annihilating;anihilujący
annihilation;unicestwienie
anniversaries;rocznice
anniversary;rocznica
annotate;komentować
annotated;odnotowany
annotates;annotates
annotating;objaśniania
annotation;adnotacja
annotations;adnotacje
announce;ogłosić
announced;ogłosił
announcement;ogłoszenie
announcements;komunikaty
announcer;spiker
announcers;spikerzy
announces;zawiadamia
announcing;ogłaszając
annoy;drażnić
annoyance;kłopot
annoyances;przykrości
annoyed;zirytowany
annoyer;annoyer
annoyers;annoyers
annoying;denerwujący
annoyingly;denerwująco
annoys;annoys
annual;roczny
annualised;w ujęciu rocznym
annually;rocznie
annuals;jednoroczne
annuities;rent
annuity;renta
annul;unieważnić
annular;pierścieniowy
annuli;annuli
annulled;anulowany
annulling;anulowanie
annulment;unieważnienie
annuls;unieważnia
annulus;pierścień
annunciation;zwiastowanie
anode;anoda
anodes;anody
anodised;anodowane
anodyne;łagodzący
anoint;namaszczać
anointed;pomazaniec
anointing;namaszczenie
anoints;namaszcza
anomalies;anomalie
anomalous;anomalny
anomalously;anormalnie
anomaly;anomalia
anomic;anomic
anon;zaraz
anonym;anonim
anonymity;anonimowość
anonymous;anonimowy
anonymously;anonimowo
anonyms;anonyms
anorak;anorak
anoraks;skafandry
anorexia;anoreksja
anorexic;anorektyczny
another;inne
answer;odpowiedź
answerable;odpowiedzialny za coś
answered;odpowiedział
answerer;odpowiadającego
answering;sekretarka
answers;odpowiedzi
ant;mrówka
antacid;antacid
antacids;leki zobojętniające
antagonise;antagoniści
antagonised;antagonizuje
antagonises;antagonizuje
antagonising;antagonizowania
antagonism;antagonizm
antagonisms;antagonizmy
antagonist;antagonista
antagonistic;antagonistyczny
antagonists;antagoniści
ante;ante
anteater;mrówkojad
anteaters;mrówkojady
antecedent;poprzednik
antecedents;przeszłość
antechamber;przedpokój
antedate;poprzedzać
antedates;antedates
antedating;antedating
antediluvian;przedpotopowy
antelope;antylopa
antelopes;antylopy
antenatal;przedporodowy
antenna;antena
antennae;anteny
antennas;anteny
anterior;poprzedni
anteriorly;ku przodowi
anteroom;przedpokój
anthem;hymn
anthems;hymny
anther;pylnik
anthologies;antologie
anthologise;anthologise
anthologised;anthologised
anthology;antologia
anthracite;antracyt
anthrax;wąglik
anthropic;antropiczna
anthropocentric;antropocentryczny
anthropogenic;antropogeniczne
anthropogenically;antropogenicznie
anthropoid;antropoid
anthropological;antropologiczny
anthropologist;antropolog
anthropologists;antropolodzy
anthropology;antropologia
anthropometric;antropometryczne
anthropomorphic;antropomorficzny
anthropomorphising;antropomorfizujących
anthropomorphism;antropomorfizm
anti;anty
antiabortionists;antiabortionists
antiaircraft;przeciwlotniczy
antibiotic;antybiotyk
antibiotics;antybiotyki
antibodies;przeciwciała
antibody;przeciwciało
antic;wybryk
anticipate;przewidywać
anticipated;przewiduje
anticipates;antycypuje
anticipating;przewidywanie
anticipation;przewidywanie
anticipations;przewidywania
anticipative;orientacyjny
anticipatory;przedterminowy
anticlimax;rozczarowanie
anticlockwise;odwrotnie
anticoagulants;antykoagulanty
anticonstitutional;antykonstytucyjny
antics;wybryki
anticyclone;antycyklon
antidepressant;przeciwdepresyjny
antidepressants;antydepresanty
antidote;antidotum
antidotes;odtrutki
antifreeze;płyn przeciw zamarzaniu
antigen;antygen
antigenic;antygenowy
antigens;antygeny
antihistamines;leki przeciwhistaminowe
antilope;antilope
antimatter;antymateria
antimony;antymon
antioxidants;przeciwutleniacze
antiparticles;antycząstkami
antipathetic;antypatyczny
antipathies;antypatie
antipathy;niechęć
antipodes;antypody
antiquarian;starożytnik
antiquarianism;antiquarianism
antiquarians;antykwariuszy
antiquaries;antiquaries
antiquary;antiquary
antiquated;przestarzały
antique;antyczny
antiques;antykwariat
antiquities;starożytności
antiquity;antyk
antiseptic;antyseptyczny
antiseptics;antyseptyki
antisocial;antyspołeczny
antistatic;antystatyczne
antisymmetric;antysymetryczny
antisymmetry;antysymetrii
antitheses;antytezy
antithesis;antyteza
antithetic;przeciwstawny
antithetical;przeciwstawny
antithetically;antithetically
antitrust;antymonopolowego
antiviral;środek przeciwwirusowy
antler;łopata
antlers;poroża
antlion;mrówkolew
antlions;antlions
antonym;antonim
antonyms;antonimy
antral;antral
antrum;antrum
ants;mrówki
antwerp;antwerpia
anus;odbyt
anvil;kowadło
anvils;kowadła
anxieties;niepokoje
anxiety;niepokój
anxious;niespokojny
anxiously;z niepokojem
any;każdy
anybody;ktoś
anyhow;w każdym razie
anymore;więcej
anyone;ktoś
anyplace;jakiekolwiek miejsce
anything;byle co
anyway;tak czy inaczej
anyways;anyways
anywhere;gdziekolwiek
aorist;aoryst
aorta;aorta
aortas;aorty
aortic;aortalnej
apace;szybko
apache;apache
apaches;apacze
apart;niezależnie
apartment;apartament
apartments;mieszkanie
apartness;apartness
apathetic;apatyczny
apathetically;apatycznie
apathy;apatia
ape;małpa
aped;aped
apeman;małpolud
aperies;aperies
aperiodic;aperiodyczny
aperiodically;nieokresowym
aperitif;przystawka
aperitifs;aperitify
aperture;otwór
apertures;otwory
apery;apery
apes;małpy
apex;wierzchołek
aphasia;afazja
aphelion;aphelium
aphid;mszyca
aphids;mszyce
aphorism;aforyzm
aphorisms;aforyzmy
aphorist;aforysta
aphoristic;aforyzmowy
aphrodisiac;środek zwiększający popęd płciowy
aphrodisiacs;afrodyzjaki
apian;apian
apiaries;pasiek
apiarist;pszczelarz
apiary;pasieka
apiece;kawałek
aping;małpuje
apis;pszczoła
apish;małpi
aplenty;bród
aplomb;pewność siebie
apnea;bezdech
apnoea;bezdech
apocalypse;apokalipsa
apocalyptic;apokaliptyczny
apocryphal;apokryficzny
apogee;apogeum
apolitical;apolityczny
apollo;apollo
apologetic;przepraszający
apologetically;przepraszająco
apologia;apologia
apologies;przeprosiny
apologise;przepraszać
apologised;przeprosił
apologises;przeprosiła
apologising;przepraszanie
apologist;apologeta
apologists;apologeci
apology;przeprosiny
apoplectic;apoplektyk
apoplexy;apopleksja
apostasy;odstępstwo
apostate;apostata
apostates;odstępcy
apostle;apostoł
apostles;apostołowie
apostolate;apostolat
apostolic;apostolski
apostrophe;apostrof
apostrophes;apostrofy
apostrophised;apostrophised
apothecaries;aptekarze
apothecary;aptekarz
apotheosis;apoteoza
appal;przerazić
appalled;przerażony
appalling;przerażający
appallingly;zatrważająco
appals;appals
apparatchik;aparatczyk
apparatchiks;aparatczyków
apparatus;aparat
apparatuses;aparaty
apparel;strój
apparelled;apparelled
apparent;pozorny
apparently;widocznie
